city,state,lat,lng
Sandy,UT,40.5649781,-111.8389726
Glendale Heights,IL,41.9103068,-88.0717353
Pleasanton,CA,37.6624312,-121.8746789
Fremont,CA,37.5482697,-121.9885719
"Grand Forks,",ND,47.9252568,-97.0328547
Fort Lauderdale,FL,26.1224386,-80.1373174
Cotter,AR,36.2711798,-92.5354402
Orange,CA,33.7877944,-117.8531119
Wethersfield,CT,41.7063537,-72.6596244
Tulsa,OK,36.1539816,-95.992775
Gainesville,FL,29.6516344,-82.3248262
Bellflower,CA,33.8816818,-118.1170117
DeSoto,TX,32.5896998,-96.8570738
Burke,VA,38.7934466,-77.2716505
Mars,PA,40.6958996,-80.0117254
Torrance,CA,33.8358492,-118.3406288
Evanston,IL,42.0450722,-87.6876969
Norfolk,VA,36.8507689,-76.2858726
Grand Forks,ND,47.9252568,-97.0328547
San Antonio,TX,29.4241219,-98.4936282
Springfield,VT,43.2984078,-72.4823117
"Eugene,",OR,44.0520691,-123.0867536
Boston,MA,42.3600825,-71.0588801
San Gabriel,CA,34.0961111,-118.1058333
"Chicago,",IL,41.8781136,-87.6297982
West Covina,CA,34.0686208,-117.9389526
Philadelphia,PA,39.9525839,-75.1652215
Eagle River,AK,61.3293186,-149.5680499
Austin,TX,30.267153,-97.7430608
San Diego,CA,32.715738,-117.1610838
Fullerton,CA,33.8703596,-117.9242966
Fresno,CA,36.7468422,-119.7725868
Fresno,CA,36.7468422,-119.7725868
Philadelphia,PA,39.9525839,-75.1652215
Mississauga,ON,43.5890452,-79.6441198
Wichita,KS,37.6871761,-97.330053
Beverly Hills,CA,34.0736204,-118.4003563
Brookline,MA,42.3317642,-71.1211635
Belle Chasse,LA,29.8549287,-89.9906253
Orlando,FL,28.5383355,-81.3792365
Covina,CA,34.0900091,-117.8903397
San Bernardino,CA,34.1083449,-117.2897652
Fontana,CA,34.0922335,-117.435048
Los Angeles,CA,34.0522342,-118.2436849
"Torrance,",CA,33.8358492,-118.3406288
"Alhambra,",CA,34.095287,-118.1270146
Woodland Park,CO,38.9938808,-105.0569301
Scottsdale,AZ,33.4941704,-111.9260519
Torrance,CA,33.8358492,-118.3406288
Inglewood,CA,33.9616801,-118.3531311
Boston,MA,42.3600825,-71.0588801
South Boston,MA,42.3381437,-71.0475773
Westport,CT,41.1414717,-73.3579049
Miami,Fl,25.7616798,-80.1917902
Tujunga,CA,34.2586812,-118.288508
Park City,UT,40.6460622,-111.4979729
Sandy,UT,40.5649781,-111.8389726
Philadelphia,PA,39.9525839,-75.1652215
Rocky Mount,NC,35.9382103,-77.7905339
Laguna Niguel,CA,33.5225261,-117.7075526
Union,SC,34.7154122,-81.623711
San Jose,CA,37.3382082,-121.8863286
Burlingame,CA,37.5778696,-122.34809
Griffin,GA,33.2467807,-84.2640904
"Hoffman Estates,",IL,42.0629915,-88.1227199
Orange,CA,33.7877944,-117.8531119
Phoenix,AZ,33.4483771,-112.0740373
Wilmington,DE,39.7390721,-75.5397878
Buford,GA,34.1206564,-84.0043513
Elk Grove,CA,38.4087993,-121.3716178
Scottsdale,AZ,33.4941704,-111.9260519
Leesburg,VA,39.1156615,-77.5636015
Cresskill,NJ,40.9414874,-73.9593041
Huntington Beach,CA,33.660297,-117.9992265
Woodbridge,VA,38.6581722,-77.2497049
Anaheim,CA,33.8352932,-117.9145036
Villa Park,CA,33.8144608,-117.8131112
Huntington Beach,CA,33.660297,-117.9992265
Brownsville,TX,25.9017472,-97.4974838
Centennial,CO,39.5807452,-104.8771726
Huntington Beach,CA,33.660297,-117.9992265
Columbus,Ohio,39.9611755,-82.9987942
Royse City,TX,32.9751204,-96.3324817
Greenwich,CT,41.0262417,-73.6281964
Monument,CO,39.0916586,-104.872758
Whitestone,NY,40.7920449,-73.8095574
Orlando,FL,28.5383355,-81.3792365
Kingston,NY,41.9270367,-73.9973608
Athens,GA,33.9519347,-83.357567
San Diego,CA,32.715738,-117.1610838
Oklahoma City,OK,35.4675602,-97.5164276
Little Rock,AR,34.7464809,-92.2895948
Oakville,Canada,43.467517,-79.6876659
Hialeah,FL,25.8575963,-80.2781057
Reno,NV,39.5296329,-119.8138027
Elkhart,IN,41.6819935,-85.9766671
Dallas,TX,32.7766642,-96.7969879
"Huntington Beach,",CA,33.660297,-117.9992265
Irvine,CA,33.6839473,-117.7946942
Nashville,TN,36.1626638,-86.7816016
Brantford,ON,43.1393867,-80.2644254
Bremerton,WA,47.5673202,-122.6329356
Ontario,CA,34.0633443,-117.6508876
Rockledge,FL,28.3164498,-80.7269854
Prescott Valley,AZ,34.6100243,-112.315721
Columbus Grove,OH,40.9194961,-84.0568896
"Brainerd,",MN,46.3526733,-94.2020084
Tampa,FL,27.950575,-82.4571776
Powell,OH,40.1578402,-83.0751869
Oshawa,Ontario,43.8970929,-78.8657912
Birmingham,MI,42.5467012,-83.2113192
Oshawa,Ontario,43.8970929,-78.8657912
Las Vegas,NV,36.1699412,-115.1398296
Beverly Hills,CA,34.0736204,-118.4003563
Alexandria,VA,38.8048355,-77.0469214
Scottsdale,AZ,33.4941704,-111.9260519
Portland,OR,45.5230622,-122.6764816
Norco,CA,33.9311257,-117.548661
Plainsboro,NJ,40.3382543,-74.585292
Weymouth,MA,42.2180724,-70.9410356
Glenview,IL,42.0697509,-87.7878408
Colorado Springs,CO,38.8338816,-104.8213634
Middlesboro,KY,36.6072567,-83.7142848
Mountain View,CA,37.3860517,-122.0838511
West Palm Beach,FL,26.7153424,-80.0533746
irvine,CA,33.6839473,-117.7946942
Durham,NC,35.9940329,-78.898619
Raleigh,NC,35.7795897,-78.6381787
Clinton,NC,34.9979453,-78.3233325
Bladenboro,NC,34.5387799,-78.7875209
Zebulon,NC,35.8243208,-78.3147199
Irvine,CA,33.6839473,-117.7946942
Irvine,CA,33.6839473,-117.7946942
Lancaster,CA,34.6867846,-118.1541632
Chesapeake,VA,36.7682088,-76.2874927
Santa Ana,CA,33.7455731,-117.8678338
Justin,TX,33.0848442,-97.2961286
Weymouth,MA,42.2180724,-70.9410356
Irvine,CA,33.6839473,-117.7946942
Ladera Ranch,CA,33.550735,-117.6411717
Rockford,IL,42.2711311,-89.0939952
McKinney,TX,33.1972465,-96.6397822
Lake Forest,CA,33.6469661,-117.689218
"Laguna Hills,",CA,33.590277,-117.6962824
Houston,TX,29.7604267,-95.3698028
Carmel Valley,CA,36.4799024,-121.7327931
Woodbury,MN,44.9238552,-92.9593797
"Vancouver,",BC,49.2827291,-123.1207375
La Jolla,CA,32.8328112,-117.2712717
Aliso Viejo,CA,33.5676842,-117.7256083
Lake Forest,IL,42.2586342,-87.840625
Plattsburgh,NY,44.6994873,-73.4529124
West Roxbury,MA,42.2797554,-71.1626756
Laguna Hills,CA,33.590277,-117.6962824
Watetown,MA,42.3709299,-71.1828321
Santa Clara,CA,37.3541079,-121.9552356
Dayton (Kettering),OH,39.7108034,-84.1407107
Marblehead,MA,42.4999582,-70.8578024
Miami,FL,25.7616798,-80.1917902
Aliso Viejo,CA,33.5676842,-117.7256083
Philadelphia,PA,39.9525839,-75.1652215
South Miami,FL,25.7050697,-80.2907618
"Calabasas,",CA,34.1367208,-118.6614809
Venice,FL.,27.0997775,-82.4542632
West Hartford,CT,41.7620842,-72.7420151
"Douglasville,",GA,33.7514966,-84.7477136
Ladera Ranch,CA,33.550735,-117.6411717
Irvine,CA,33.6839473,-117.7946942
El Paso,TX.,31.7618778,-106.4850217
Newport Beach,CA,33.6189101,-117.9289469
Tustin,CA,33.7458511,-117.826166
Middleboro,MA,41.8929942,-70.9107708
Fort Worth,TX,32.7554883,-97.3307658
Idaho Falls,ID,43.4916514,-112.0339645
Lincolnshire,IL,42.1900249,-87.9084039
Dallas,TX,32.7766642,-96.7969879
Newport Beach,CA,33.6189101,-117.9289469
Newport Beach,CA,33.6189101,-117.9289469
Annapolis,MD,38.9784453,-76.4921829
Downey,CA,33.9401088,-118.1331593
Kirkland,WA,47.6814875,-122.2087353
Orlando,FL,28.5383355,-81.3792365
Macon,GA.,32.8406946,-83.6324022
Waxahachie,TX,32.3865312,-96.8483311
Columbia,MD,39.2037144,-76.8610462
Salt Lake City,UT,40.7607793,-111.8910474
Arllington,VA,38.8799697,-77.1067698
Huntington Beach,CA,33.660297,-117.9992265
Dallas,TX,32.7766642,-96.7969879
San Diego,CA,32.715738,-117.1610838
Boca Raton,FL.,26.3683064,-80.1289321
North Miami Beach,FL,25.9331488,-80.1625463
Austin,TX,30.267153,-97.7430608
Spokane Valley,WA,47.6732281,-117.2393748
Allegany,NY,42.0900647,-78.4941887
Encino,CA,34.1517492,-118.5214282
Pueblo,CO,38.2544472,-104.6091409
Houston,TX.,29.7604267,-95.3698028
Hartford,CT.,41.7637111,-72.6850932
Dallas,TX,32.7766642,-96.7969879
Newport Beach,CA,33.6189101,-117.9289469
Newport Beach,CA,33.6189101,-117.9289469
Newport Beach,CA,33.6189101,-117.9289469
Chicago,IL,41.8781136,-87.6297982
Torrance,CA,33.8358492,-118.3406288
San Diego,CA,32.715738,-117.1610838
Mukwnaso,WI,42.8666803,-88.3334274
Franklin,MA,42.0834313,-71.396725
Broadview Heights,OH.,41.3139426,-81.6851271
Little Falls,NJ,40.8690101,-74.2082286
Fullerton,CA,33.8703596,-117.9242966
Pleasanton,CA,37.6624312,-121.8746789
Tolland,CT,41.8714865,-72.3686931
Glendora,CA,34.1361187,-117.865339
Glendora,CA,34.1361187,-117.865339
Delafield,WI,43.060842,-88.4037079
Saline,MI,42.1667072,-83.7816075
Newport Beach,CA,33.6189101,-117.9289469
Glnedora,CA,34.1361187,-117.865339
Sherwood park,AB,53.5412083,-113.2957365
Houston,TX,29.7604267,-95.3698028
Chino,CA,34.0122346,-117.688944
Tustin,CA,33.7458511,-117.826166
Raleigh,NC,35.7795897,-78.6381787
East Brunswick,NJ,40.4316955,-74.4049778
Meridian,ID,43.6121087,-116.3915131
"Atlanta, GA.",GA,33.7489954,-84.3879824
Vacaville,CA,38.3565773,-121.9877444
Carmel,CA,36.5552386,-121.9232879
Highlands Ranch,CO,39.5480789,-104.9739333
Lone Tree,CO,39.536482,-104.8970678
Castle Rock,CO,39.3722121,-104.8560902
Redwood City,CA,37.4852152,-122.2363548
Bellevue,WA.,47.610377,-122.2006786
Las Vegas,NV,36.1699412,-115.1398296
San Diego,CA,32.715738,-117.1610838
Montebllo,CA,34.0165053,-118.1137535
Santa Ana,CA,33.7455731,-117.8678338
Ashburn,VA,39.0437567,-77.4874416
Fremont,MI.,43.4675173,-85.9420013
Riverside,CA,33.9533487,-117.3961564
Santa Ana,CA,33.7455731,-117.8678338
Encinitas,CA.,33.0369867,-117.2919818
Chicago,IL,41.8781136,-87.6297982
Chino,CA.,34.0122346,-117.688944
Chula Vista,CA,32.6400541,-117.0841955
Chula Vista,CA.,32.6400541,-117.0841955
Cula Vista,CA,32.6400541,-117.0841955
Newport Beach,CA.,33.6189101,-117.9289469
Bellbrook,OH.,39.6356154,-84.0707681
Downey,CA.,33.9401088,-118.1331593
Beverly Hills,CA,34.0736204,-118.4003563
Allentown,PA,40.6084305,-75.4901833
Irvine,CA,33.6839473,-117.7946942
Newport Beach,CA,33.6189101,-117.9289469
Newport Beach,CA,33.6189101,-117.9289469
San Diego,CA,32.715738,-117.1610838
San Diego,CA,32.715738,-117.1610838
Tampa,FL,27.950575,-82.4571776
Lincolnwood,IL.,42.0044757,-87.7300594
San Jose,CA.,37.3382082,-121.8863286
San Diego,CA,32.715738,-117.1610838
Schenectady,NY,42.8142432,-73.9395687
Boston,MA,42.3600825,-71.0588801
Mission Viejo,CA,33.6000232,-117.6719953
Daytona Beach,FL,29.2108147,-81.0228331
Austin,TX,30.267153,-97.7430608
Irvine,CA,33.6839473,-117.7946942
Downey,CA,33.9401088,-118.1331593
Providence,RI,41.8239891,-71.4128343
Los Angeles,CA,34.0522342,-118.2436849
West Sacarmento,CA,38.5804609,-121.530234
Huntsville,AL,34.7303688,-86.5861037
Blountstown,FL,30.4435293,-85.0451953
Indianapolis,IN,39.768403,-86.158068
Plattsburgh,New York,44.6994873,-73.4529124
West Hartford,CT,41.7620842,-72.7420151
Los Angeles,CA,34.0522342,-118.2436849
New London,CT,41.3556539,-72.0995209
"Torrance,",90505,33.8101772,-118.3520389
"Torrance,",CA,33.8358492,-118.3406288
"Torrance,",CA,33.8358492,-118.3406288
"Lake Forest,",CA,33.6469661,-117.689218
Flower Mound,TX,33.0145673,-97.0969552
Jacksonville,FL,30.3321838,-81.655651
Fort Lauderdale,FL,26.1224386,-80.1373174
Irvine,CA,33.6839473,-117.7946942
Mission Viejo,CA,33.6000232,-117.6719953
Coppell,TX,32.9545687,-97.0150078
Irvine,CA,33.6839473,-117.7946942
Dallas,TX,32.7766642,-96.7969879
Boston,MA,42.3600825,-71.0588801
Irvine,CA,33.6839473,-117.7946942
Mt. Hood,OR,45.5378947,-121.568408
Nashua,NH,42.7653662,-71.467566
Houston,TX,29.7604267,-95.3698028
Garland,TX,32.912624,-96.6388833
Irvine,CA,33.6839473,-117.7946942
Middletown,RI,41.5218243,-71.2834538
Vista,CA,33.2000368,-117.2425355
Carlsbad,CA,33.1580933,-117.3505939
Fresno,CA,36.7468422,-119.7725868
Leamington,ON,42.0531634,-82.5998874
"Irvine,",CA,33.6839473,-117.7946942
Vanier,ON,45.4370851,-75.658968
Salt Lake City,UT,40.7607793,-111.8910474
Salt Lake City,UT,40.7607793,-111.8910474
San Antonio,TX,29.4241219,-98.4936282
Irvine,California,33.6839473,-117.7946942
Hayward,CA,37.6688205,-122.0807964
Lakewood,WA,47.1717649,-122.518458
Lakewood,WA,47.1717649,-122.518458
Fresno,CA,36.7468422,-119.7725868
Phoenix,AZ,33.4483771,-112.0740373
Mission,TX,26.2159066,-98.3252932
Madisonville,LA,30.4043607,-90.1570232
Torrance,CA,33.8358492,-118.3406288
Houston,TX,29.7604267,-95.3698028
Kennewick,WA,46.2112458,-119.1372338
irvine,,33.6839473,-117.7946942
"Mission Viejo,",CA,33.6000232,-117.6719953
"Mission Viejo,",CA,33.6000232,-117.6719953
"Mission Viejo,",CA,33.6000232,-117.6719953
"Mission Viejo,",CA,33.6000232,-117.6719953
irvine,,33.6839473,-117.7946942
"Tustin,",CA,33.7458511,-117.826166
"Santa Ana,",CA,33.7455731,-117.8678338
"Santa Ana,",CA,33.7455731,-117.8678338
"Irvine,",CA,33.6839473,-117.7946942
"Aneheim,",CA.,33.8352932,-117.9145036
"Anaheim,",CA,33.8352932,-117.9145036
Anaheim,CA,33.8352932,-117.9145036
"Anaheim,",CA,33.8352932,-117.9145036
"Anaheim,",CA,33.8352932,-117.9145036
irvine,,33.6839473,-117.7946942
"Anaheim Hills,",CA,33.8508021,-117.7490656
"Anaheim,",CA,33.8352932,-117.9145036
"Anaheim Hills,",CA,33.8508021,-117.7490656
"Alta Loma,",CA,34.1222317,-117.5981086
irvine,,33.6839473,-117.7946942
"Brea,",CA,33.9166805,-117.9000604
"Brea,",CA,33.9166805,-117.9000604
"Brea,",CA,33.9166805,-117.9000604
Brea,CA,33.9166805,-117.9000604
"Brea,",CA,33.9166805,-117.9000604
irvine,,33.6839473,-117.7946942
"Brea,",CA,33.9166805,-117.9000604
"Brea,",CA,33.9166805,-117.9000604
irvine,,33.6839473,-117.7946942
"Fullerton,",CA,33.8703596,-117.9242966
"Fullerton,",CA,33.8703596,-117.9242966
"Fullerton,",CA,33.8703596,-117.9242966
"Fullerton,",CA,33.8703596,-117.9242966
"Fullerton,",CA,33.8703596,-117.9242966
"Fullerton,",CA,33.8703596,-117.9242966
"Fullerton,",CA,33.8703596,-117.9242966
"Fullerton,",CA,33.8703596,-117.9242966
irvine,,33.6839473,-117.7946942
"Fullerton,",CA,33.8703596,-117.9242966
"Fullerton,",CA,33.8703596,-117.9242966
"Orange,",California,33.7877944,-117.8531119
"Placentia,",CA,33.8722371,-117.8703363
"Yorba Linda,",CA,33.8886259,-117.8131125
"Brea,",CA,33.9166805,-117.9000604
"West Los Angeles,",CA,34.0412085,-118.442596
Los Angeles,,34.0522342,-118.2436849
Fullerton,CA,33.8703596,-117.9242966
"Beverly Hills,",CA,34.0736204,-118.4003563
irvine,,33.6839473,-117.7946942
Newport Beach,CA,33.6189101,-117.9289469
irvine,,33.6839473,-117.7946942
"San Jose,",CA,37.3382082,-121.8863286
"Campbell,",CA,37.2871651,-121.9499568
irvine,,33.6839473,-117.7946942
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"Campbell,",CA,37.2871651,-121.9499568
"San Francisco,",CA,37.7749295,-122.4194155
"Oakland,",CA,37.8043637,-122.2711137
"San Diego,",CA,32.715738,-117.1610838
"Arcadia,",CA,34.1397292,-118.0353449
"Palo Alto,",CA,37.4418834,-122.1430195
"Mountain View,",California,37.3860517,-122.0838511
irvine,,33.6839473,-117.7946942
"San Francisco,",CA,37.7749295,-122.4194155
"Mountain View,",CA,37.3860517,-122.0838511
"Tustin,",CA,33.7458511,-117.826166
"Tustin,",CA,33.7458511,-117.826166
"Irvine,",CA,33.6839473,-117.7946942
"Fountain Valley,",CA,33.7091847,-117.9536697
"Costa Mesa,",CA,33.6411316,-117.9186689
"Brea,",CA,33.9166805,-117.9000604
"Los Angeles,",CA,34.0522342,-118.2436849
"Placentia,",CA,33.8722371,-117.8703363
Beverly Hills,CA,34.0736204,-118.4003563
"Orange,",CA,33.7877944,-117.8531119
"La Jolla,",CA,32.8328112,-117.2712717
"San Antonio,",TX,29.4241219,-98.4936282
"San Diego,",Ca.,32.715738,-117.1610838
"San Diego,",CA,32.715738,-117.1610838
"South  Orange,",CA,36.6173351,-119.3175746
"San Francisco,",California,37.7749295,-122.4194155
"Tustin,",CA,33.7458511,-117.826166
"Irvine,",CA,33.6839473,-117.7946942
"Minneapolis,",MN,44.977753,-93.2650108
Orange,CA,33.7877944,-117.8531119
"Riverside,",CA,33.9533487,-117.3961564
"Irvine,",CA,33.6839473,-117.7946942
"Mission Viejo,",CA,33.6000232,-117.6719953
"Newport Beach,",CA,33.6189101,-117.9289469
"Newport Beach,",CA,33.6189101,-117.9289469
"Laguna Beach,",CA,33.5422475,-117.7831104
"Fullerton,",CA,33.8703596,-117.9242966
"Newport Beach,",CA,33.6189101,-117.9289469
"Huntington Beach,",CA,33.660297,-117.9992265
"Irvine,",CA,33.6839473,-117.7946942
"Santa Ana,",CA,33.7455731,-117.8678338
"Newport Beach,",CA,33.6189101,-117.9289469
"Roanoke,",VA,37.2709704,-79.9414266
"Laguna Woods,",CA,33.6103009,-117.7253305
"Fullerton,",CA,33.8703596,-117.9242966
"Newport Beach,",CA,33.6189101,-117.9289469
"Sunnyvale,",CA,37.36883,-122.0363496
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"Oakland,",CA,37.8043637,-122.2711137
"San Jose,",CA,37.3382082,-121.8863286
"Laguna Woods,",CA,33.6103009,-117.7253305
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"San Jose,",CA,37.3382082,-121.8863286
"San Jose,",CA,37.3382082,-121.8863286
"Cupertino,",CA,37.3229978,-122.0321823
"San Francisco,",CA,37.7749295,-122.4194155
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Jose,",CA,37.3382082,-121.8863286
"Hayward,",CA,37.6688205,-122.0807964
"San Francisco,",CA,37.7749295,-122.4194155
"Palo Alto,",CA,37.4418834,-122.1430195
"Rodeo,",CA,38.032977,-122.2669138
"Oakland,",CA,37.8043637,-122.2711137
"Dublin,",CA,37.7021521,-121.9357918
"San Francisco,",CA,37.7749295,-122.4194155
"SAN FRANCISCO,",CA,37.7749295,-122.4194155
San Jose,CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"Redwood City,",CA,37.4852152,-122.2363548
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
San Jose,CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Francisco,",CA,37.7749295,-122.4194155
"SAN FRANCISCO,",CA,37.7749295,-122.4194155
"Santa Cruz,",CA,36.9741171,-122.0307963
"Oakland,",CA,37.8043637,-122.2711137
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Jose,",CA,37.3382082,-121.8863286
"San Jose,",CA,37.3382082,-121.8863286
"San Jose,",CA,37.3382082,-121.8863286
"San Jose,",CA,37.3382082,-121.8863286
"Los Altos,",CA,37.3852183,-122.1141298
"San Jose,",CA,37.3382082,-121.8863286
"Cupertino,",CA,37.3229978,-122.0321823
"San Francisco,",CA,37.7749295,-122.4194155
San Jose,CA,37.3382082,-121.8863286
"San Jose,",CA,37.3382082,-121.8863286
"San Francisco,",CA,37.7749295,-122.4194155
"San Diego,",CA,32.715738,-117.1610838
"San Diego,",CA,32.715738,-117.1610838
"San Diego,","CA,",32.715738,-117.1610838
"San Diego,",CA,32.715738,-117.1610838
Hollywood,FL,26.0112014,-80.1494901
Rochester,MN,44.0121221,-92.4801989
Scottsdale,Az,33.4941704,-111.9260519
Worcester,MA,42.2625932,-71.8022934
Huntington Beach,CA,33.660297,-117.9992265
Torrance,CA,33.8358492,-118.3406288
Torrance,CA,33.8358492,-118.3406288
Torrance,ca,33.8358492,-118.3406288
Waterbury,CT,41.5581525,-73.0514965
"Hartford,",CT,41.7637111,-72.6850932
Hickory Creek,TX,33.1223429,-97.0430647
Erin,TN,36.3183879,-87.6947414
Orange,CA,33.7877944,-117.8531119
Newport Beach,CA,33.6189101,-117.9289469
Kanata,ON,45.3088185,-75.8986835
Ottawa,Canada,45.4215296,-75.6971931
Atlanta,GA,33.7489954,-84.3879824
Irvine,CA,33.6839473,-117.7946942
Dallas,TX,32.7766642,-96.7969879
Dallas,TX,32.7766642,-96.7969879
Fullerton,CA,33.8703596,-117.9242966
Tijuana B.C.,Mexico,32.5149469,-117.0382471
Boston,MA,42.3600825,-71.0588801
Waterbury,CT,41.5581525,-73.0514965
Bowling Green,KY,36.9685219,-86.4808043
Harrisonburg,VA,38.4495688,-78.8689155
Valparaiso,IN,41.4730948,-87.0611412
Stockbridge,GA,33.5442781,-84.2338093
Kemmerer,WY,41.792447,-110.5376692
Irvine,CA,33.6839473,-117.7946942
Irvine,CA,33.6839473,-117.7946942
Irvine,CA,33.6839473,-117.7946942
"Ashland,",VA,37.7590318,-77.4799837
Ashland,Virginia,37.7590318,-77.4799837
Dallas,TX,32.7766642,-96.7969879
Dallas,TX,32.7766642,-96.7969879
BURBANK,ca,34.1808392,-118.3089661
Anderson,IN,40.1053196,-85.6802541
Lakewood Ranch,Florida,27.4117037,-82.4285151
Bradenton,FL,27.4989278,-82.5748194
Los Angeles,CA,34.0522342,-118.2436849
San Francisco,CA,37.7749295,-122.4194155
Glen Ellen,CA,38.3640795,-122.5241487
San Francisco,CA,37.7749295,-122.4194155
San Juan Capistrano,CA,33.5016932,-117.6625509
Venice,FL,27.0997775,-82.4542632
Mission Viejo,California,33.6000232,-117.6719953
"LA,",CA,34.0522342,-118.2436849
Walnut Creek,CA,37.9100783,-122.0651819
Dallas,TX,32.7766642,-96.7969879
Santa Ana,CA,33.7455731,-117.8678338
Morgantown,KY,37.2256023,-86.6835998
Los Angeles,CA,34.0522342,-118.2436849
East Draper,Utah,40.5246711,-111.8638226
Irvine,CA,33.6839473,-117.7946942
"Boston,",MA,42.3600825,-71.0588801
Irvine,CA,33.6839473,-117.7946942
Newport Beach,CA,33.6189101,-117.9289469
Seattle,WA,47.6062095,-122.3320708
Powell,OH,40.1578402,-83.0751869
Scottsdale,AZ,33.4941704,-111.9260519
"SHELBY TOWNSHIP,",MI,43.6086194,-86.3639633
Rolling Hills Estates,CA,33.7877943,-118.3581284
Mission Viejo,CA,33.6000232,-117.6719953
Mission Viejo,CA,33.6000232,-117.6719953
Boston,MA,42.3600825,-71.0588801
Beverly Hills,CA,34.0736204,-118.4003563
San Juan Capistrano,CA,33.5016932,-117.6625509
Engelwood,CO,39.6477653,-104.9877597
Austin,TX,30.267153,-97.7430608
Tustin,CA,33.7458511,-117.826166